1019950049190_952004009275519.pdf,"의견서 및 보정서에 의하면 본 출원은 변동한 확률 상태를 표시하는데
있어서 현재의 확률 상태뿐만 아니라 전회 및 전전회의 확률 상태를 표시하도록 보정된 점
에서 의견제출통지서에 첨부된 인용문헌(일본 공개특허공보 평07-213710호)과
차이가 있다고 주장하고 있습니다.
그러나 청구항 1의, 대당첨 상태가 되는 확률을 변동시키고 또한 그 변동한 확률 상태를
알 수 있도록 하는 기본 구성과, 상기 구성을 통하여 흥취를 고조시키는 효과를 나타내는
점은, 당업자가 상기 인용문헌에 의하여 용이하게 발명할 수 있는 것이라고 출원인도 인정
하는 것이고, 전회 및 전전회의 확률 상태를 표시하는 수단은, 확률 상태의 변동 현황을 더
알려주기 위하여 금번의 확률 상태 표시수단에 지난 회의 확률 상태 표시수단을 단순히 부
가한 것에 불과합니다.
한편, 상기와 같이 확률의 변동 상황을 게임 참여자에게 알려줌으로써 흥미를 높일 수 있
음은, 당업자가 아니라도 게임을 하는 사람이라면 누구나 알 수 있는 사실이어서, 청구항 1
과 같이 확률의 변동 상황을 표시하는 수단을 부가하는 것은 당업자에게 주지·관용적인 수
단을 부가하는 것 이상의 곤란성이 없는 것이고, 상기 인용문헌에 기재된 동작 상태 알림수
단으로부터의 정보를 표시함에 있어서 표시되는 정보의 양을 과거부터 현재까지의 3개의 정
보로 증가시킨 것 이상의 예상하지 못한 현저한 효과의 차이를 유발하는 것이 아닙니다.
따라서 보정된 청구항 1항은 주지·관용적인 확률 상태 표시수단을 상기 인용문헌에 단순
히 부가한 차이점만 있을 뿐 구성의 곤란성이 없고 현저한 효과의 차이가 없는 것이므로,
의견제출통지서의 거절 이유가 해소되었다고 할 수 없습니다. 끝.

1019970011220_952006022243218,"인 명 칭 가부시키가이샤 세가 (출원인코드: 519980961394)
이 출원은 지정기간 까지 의견서 제출이 없었으며 재심사한 바 특허법 제62조의 규정
에 의거 거절결정합니다. 끝."
1019970702450_952003008835047,"이 출원은 지정기간 까지 의견서 제출이 없었으며 재심사한 바 특허법 제 62 조의 규정에 의거 거절결
정합니다. 끝.
[비고]"
1019980019945_952005011001790,"이 출원은 지정기간 까지 의견서 제출이 없었으며 재심사한
바 특허
법 제 62 조의 규정에 의거 거절결정합니다. 끝."
1019990020110_952001021704214,"발 명 의 명 칭 웨이퍼 정렬 측정 출원은 지정기간 까지 의견서 제출이 없었으며 재심사한 바 특허법 제 62 조의 규정에 의거 거절결
정합니다. 끝."
1019990021110_952001034988436,"이 출원은 접수된 의견서 및 보정서에 의하여 재심사한바 거
절이유의 ""청구범위 기재불비 및 용이발명 지적사항""을 해소하지 못하였으므로 특허법 제
62 조의 규정에 의거 거절결정합니다.
[비고]
1. 상기 보정된 본원의 각 독립항들에 있어, 구체적인 세부요소와 기능관계를 기재
하지 아니하고 추상적인 상위 개념들으로만 기재하고 있고, 각 독립항들 내의 구성요소들만
으로도 본원의 목적이 달성된다는 것이 입증이 된 것도 아니기 때문에, 여전히 본원 청구범
위의 명확한 것이 아닙니다.
2. 상기 의견서 8페이지 밑에서부터 4번 줄에서 본원의 목적은 헤더처리 지연시간을 줄이
는 것이라고 주장하고 있고, 본원 최초 출원서 6페이지 하단 부분에서도 같은 취지의 설명
을 기재하고 있으나,
3. 본원 최초 출원서 8페이지 3번 줄에서부터는 ""헤더를 분석하여 부노드의 검출""
하며 가변발진기, 뎃셈기, 광변조 등의 기기 처리 과정을 거치는 것이 본원의 것으
로 기재하고 있는 바,
4. 상기 본원의 ""분석""등의 과정은 본원 최초 출원서 7페이지 7-8번 줄에 종래 기
술의 ""헤더를 분리하고 헤더의 각 비트를 검출하고 처리""하는 과정에 대응되는 것이고, 이
러한 종래 본원의 ""분석""등의 처리시간의 길고 짧음이 상호 비교되어 본
원의 처리속도가 더 빠르다는 것이 입증된 것이 아니기 때문에, 본원의 ""속도 제고""의 는 본원에만 국한된 특징으로서 인정될 수 없습니다.
5. 따라서, 본원에 있어, 종래의 시간이 많이 걸리는 것으로 생각되는 ""분석""의 과정이 여
전히 남아있는 상태에서 단지 헤더의 해당 주파수로 변환하여 이용한다는 개
념밖에는 인정될 수 없는 것이며,
6. 본원의 개념은 상기 거절예고시 첨부한 각 이미 기재되어 있고,
본원에, 가변발진기, 뎃셈기, 광변조 등의 처리과정은 물리적
인 주파수로 대응 변환시켜 이용하는 데에 있어 자명하게 요구되는 요소들에 불과한 것이기
때문에,
7. 본원은 여전히 용이한 발명에 해당됩니다. 끝."
1019990021640_952002003391521,"작용.
이 출원은 지정기간 까지 의견서 제출이 없었으며 재심사한 바 특허법 제 62 조의 규정에 의거 거절결
정합니다. 끝."
1019990028040_952001029771777,"절이유를 번복할 만한 사항을 발견할 수 없으므로 특허법 제 62 조의 규정에 의거 거절결정
합니다. 끝."
1019990033780_952002000979520,"인 성 명 주식회사 원포유텔레콤 (출원인코드: 119990218918)
발 명 의 명 칭 컴퓨터 게임을 광고 이를 실행시키는
프로그램을 기록 매체
이 출원은 지정기간 까지 의견서 제출이 없었으며 재심사한 바 특허법 제 62 조의 규정에 의거 거절결
정합니다. 끝."
